Numéro EMIS;teacher_surname;teacher_name;teacher_sex;Date of birth
23646;Qupudu;Uxygugo G;Male;24/10/1973
23647;Qupudu;Uxygugo G;Male;09/09/1965
23648;Qupudu;Uxygugo J;Male;27/05/1977
23649;Qupudu;Uxygugo Kaul;Male;09/07/1994
23650;Qupudu;Uxygugo P;Male;26/02/1983
23651;Qupudu;Uxygugo P.Z;Male;06/11/1969
23652;Qupudu;Uxygugo Puy;Male;08/05/1993
23653;Qupudu;Uxygugo Salk;Male;24/05/1986
23654;Qupudu;Uxygugo U;Male;20/12/1984
23655;Qupudu;Uxygugo Uguvu;Male;22/12/1961
23656;Qupudu;Uxygugo W;Male;04/02/1979
23657;Qupudu;Uxygugo Z;Male;10/02/1998
23658;Qupudu;Uxygugo Zlipavu;Male;29/01/1983
23659;Qupudu;Uxygune   L;Female;01/08/1997
23660;Qupudu;Uxygune  Cungunu;Female;07/04/1974
23661;Qupudu;Uxygune  Pupo;Female;21/03/1971
23662;Qupudu;Uxygune  Y;Female;01/01/1979
23663;Qupudu;Uxygune L;Female;25/07/1963
23664;Qupudu;Uxyi;Male;14/03/1989
23665;Qupudu;Uxyi;Male;01/09/1987
23666;Qupudu;Uxyi;Male;27/02/1999
23667;Qupudu;Uxyi;Male;26/06/1966
23668;Qupudu;Uxyi;Male;02/10/1982
23669;Qupudu;Uxyi;Male;16/05/1998
23670;Qupudu;Uxyi;Male;03/06/1969
23671;Qupudu;Uxyi;Male;08/09/1984
23672;Qupudu;Uxyi;Male;02/10/1997
23673;Qupudu;Uxyi;Male;18/10/1998
23674;Qupudu;Uxyi;Male;05/05/1976
23675;Qupudu;Uxyi;Male;07/03/1960
23676;Qupudu;Uxyi;Male;10/10/1999
23677;Qupudu;Uxyi;Male;12/08/1988
23678;Qupudu;Uxyi;Male;15/12/1993
23679;Qupudu;Uxyi  Putuvu;Male;30/12/1994
23680;Qupudu;Uxyi Luzzuk;Male;01/08/1995
23681;Qupudu;Uxyi P;Male;14/04/1989
23682;Qupudu;Uxyi P;Male;29/07/1991
23683;Qupudu;Uxyi P;Male;27/06/1963
23684;Qupudu;Uxyi P.C.;Male;22/10/1995
23685;Qupudu;Uxyi Putuvu;Male;12/05/1995
23686;Qupudu;Uxyi Puy;Male;17/08/1962
23687;Qupudu;Uxyi Sazleu;Male;10/03/1963
23688;Qupudu;Uxyi U;Male;02/07/1963
23689;Qupudu;Uxyi Uereznyki;Male;09/11/1983
23690;Qupudu;Uxyi Z;Male;28/12/1984
23691;Qupudu;Uxyi Zavyi;Male;14/09/1977
23692;Qupudu;Uxyi Zuknyryi;Male;13/03/1998
23693;Qupudu;Uxyi. D.;Male;19/03/1979
23694;Qupudu;Uxyie;Male;14/05/1986
23695;Qupudu;Uxyie;Male;01/04/1965
23696;Qupudu;Uxyie;Male;06/10/1973
23697;Qupudu;Uxyie Galugit;Male;24/03/1971
23698;Qupudu;Uxyie Guvvahuk;Male;16/04/1963
23699;Qupudu;Uxyie N S;Male;05/02/1985
23700;Qupudu;Uxyie P;Male;11/11/1975
23701;Qupudu;Uxyie P;Male;14/09/1969
23702;Qupudu;Uxyie P;Male;19/03/1965
23703;Qupudu;Uxyie P Z;Male;03/01/1984
23704;Qupudu;Uxyie P.;Male;11/10/1996
23705;Qupudu;Uxyie V;Male;16/06/1994
23706;Qupudu;Uxyie W;Male;02/02/1983
23707;Qupudu;Uxy-Putuvu;Male;01/02/1990
23708;Qupudu;Uxyqi;Female;09/05/1969
23709;Qupudu;Uxyqi;Female;07/06/1960
23710;Qupudu;Uxyqi;Female;25/02/1978
23711;Qupudu;Uxyqi G;Female;22/10/1967
23712;Qupudu;Uxyqi G Q;Female;23/04/1996
23713;Qupudu;Uxyqi J;Female;20/02/1980
23714;Qupudu;Uxyqi S;Female;10/08/1997
23715;Qupudu;Uxyqi T;Female;01/07/1999
23716;Qupudu;Uxyqi Y;Female;18/11/1993
23717;Qupudu;Uxyqyaez Pvygu;Male;01/05/1997
23718;Qupudu;Uz Lyg  C O;Male;19/05/1987
23719;Qupudu;Uzzyune Kukul;Female;02/08/1964
23720;Qupudu;Uzzyune Vazixok;Female;06/01/1992
23721;Qupudu;Vapivn;Male;31/12/1963
23722;Qupudu;Vaxukt Viqluvt;Male;24/06/1966
23723;Qupudu;Vazinnu O.;Female;11/08/1984
23724;Qupudu;Vazuxyk .I;Female;23/01/1989
23725;Qupudu;Vazuxyki;Female;07/06/1973
23726;Qupudu;Vazuxyki  O.;Female;09/04/1972
23727;Qupudu;Vazuxyki A.;Female;31/03/1967
23728;Qupudu;Vazuxyki G;Female;07/04/1964
23729;Qupudu;Vazuxyki Iggu;Female;21/06/1960
23730;Qupudu;Vazuxyki T.;Female;24/03/1978
23731;Qupudu;Vazuxyki Z;Female;19/03/1984
23732;Qupudu;Venl;Female;23/07/1962
23733;Qupudu;Venl G.;Female;12/05/1976
23734;Qupudu;Veryi;Female;05/03/1997
23735;Qupudu;Veryi;Female;02/08/1990
23736;Qupudu;Veryune;Female;12/08/1971
23737;Qupudu;Veryune;Female;28/10/1962
23738;Qupudu;Veryune;Female;17/03/1961
23739;Qupudu;Veryune;Female;21/09/1998
23740;Qupudu;Veryune;Female;27/02/1998
23741;Qupudu;Veryune  U;Female;22/04/1965
23742;Qupudu;Veryune C;Female;29/12/1968
23743;Qupudu;Veryune Divakyqu;Female;23/09/1965
23744;Qupudu;Veryune L;Female;17/04/1997
23745;Qupudu;Veryune O;Female;28/03/1993
23746;Qupudu;Veryune T;Female;21/08/1991
23747;Qupudu;Veryune T;Female;15/03/1973
23748;Qupudu;Veryune U;Female;01/07/1997
23749;Qupudu;Veryune Utug;Female;24/12/1984
23750;Qupudu;Veryune Uxygugo;Female;25/12/1997
23751;Qupudu;Veryune Zulyt;Female;22/03/1971
23752;Qupudu;Veryune. P;Female;09/11/1982
23753;Qupudu;Vid Nikkozak S.C;Male;31/01/1986
23754;Qupudu;Vipiqqu;Female;19/10/1994
23755;Qupudu;Vipiqqu D K;Female;01/02/1995
23756;Qupudu;Vipiqqu K.;Female;10/11/1971
23757;Qupudu;Vipiqqu Nivizu;Female;23/08/1998
23758;Qupudu;Vipiqqu P.;Female;20/03/1979
23759;Qupudu;Viryku H.;Female;21/06/1967
23760;Qupudu;Viryku J;Female;10/12/1970
23761;Qupudu;Viryku R;Female;10/01/1977
23762;Qupudu;Vugune;Female;22/04/1975
23763;Qupudu;Vugune;Female;02/05/1990
23764;Qupudu;Vugune;Female;03/03/1961
23765;Qupudu;Vugune  Uxyqi;Female;20/11/1964
23766;Qupudu;Vugune G.;Female;20/02/1980
23767;Qupudu;Vugune Nisuk;Female;02/05/1999
23768;Qupudu;Vugune Pyknu;Female;02/05/1964
23769;Qupudu;Vugune Uxyqi;Female;28/11/1974
23770;Qupudu;Vugunexuy;Female;17/11/1961
23771;Qupudu;Vugunu S;Female;24/04/1996
23772;Qupudu;Vulygune;Female;27/04/1968
23773;Qupudu;Vuogakt;Male;15/02/1961
23774;Qupudu;Vuogakt G;Male;01/12/1995
23775;Qupudu;Vupyune;Female;22/07/1985
23776;Qupudu;Vuqlix V.;Female;20/05/1988
23777;Qupudu;Vuqluix  G;Female;25/07/1973
23778;Qupudu;Vuqluix U. P;Female;04/12/1976
23779;Qupudu;Vuzlyt L.;Male;18/12/1962
23780;Qupudu;Vuzlyt U;Male;05/11/1976
23781;Qupudu;Vyqluvt;Female;15/02/1970
23782;Qupudu;Vyqluvt X;Male;23/12/1988
23783;Qupudu;Vyqluvt Z.;Male;14/07/1971
23784;Qupudu;Wazzil;Female;24/06/1966
23785;Qupudu;Wazzil;Female;13/10/1963
23786;Qupudu;Wazzyune Kyqlaxuz;Female;19/05/1974
23787;Qupudu;Winiv;Male;21/01/1975
23788;Qupudu;Winiv;Male;06/04/1988
23789;Qupudu;Winiv;Male;26/09/1994
23790;Qupudu;Winiv;Male;16/10/1998
23791;Qupudu;Winiv;Male;29/06/1994
23792;Qupudu;Winiv;Male;17/01/1982
23793;Qupudu;Winiv;Male;20/03/1989
23794;Qupudu;Winiv  Galugit;Male;17/01/1976
23795;Qupudu;Winiv  O;Male;17/11/1987
23796;Qupudu;Winiv O;Male;12/06/1970
23797;Qupudu;Winiv P;Male;19/07/1971
23798;Qupudu;Winiv R.;Male;24/09/1987
23799;Qupudu;Winiv S X;Male;23/10/1975
23800;Qupudu;Winiv Salk;Male;18/05/1973
23801;Qupudu;Winiv Xugyk G;Male;09/07/1960
23802;Qupudu;Wlyxyqyu W;Female;15/01/1999
23803;Qupudu;Wlyxyw;Male;05/04/1966
23804;Qupudu;Wlyxyw;Male;17/09/1978
23805;Qupudu;Wlyxyw J;Male;12/07/1980
23806;Qupudu;Wlyxyw O;Male;25/09/1986
23807;Qupudu;Wlyxyw Pvugu.;Male;23/01/1975
23808;Qupudu;Wu Juxyi;Male;21/10/1960
23809;Qupudu;Wuex J;Male;05/02/1994
23810;Qupudu;Wuex Sekyav;Male;26/06/1988
23811;Qupudu;Wuex Tyqjzak;Male;29/01/1967
23812;Qupudu;Wuex Upuzz;Male;03/09/1967
23813;Qupudu;Wuex Z;Male;12/01/1986
23814;Qupudu;Wuex Z;Male;17/04/1986
23815;Qupudu;Wuexyklu G;Female;27/12/1987
23816;Qupudu;Wunvyqj;Male;14/12/1964
23817;Qupudu;Wunvyqj;Male;27/07/1993
23818;Qupudu;Wunvyqj;Male;05/10/1984
23819;Qupudu;Wunvyqj Catuo;Male;13/07/1994
23820;Qupudu;Wunvyqj D U;Male;13/02/1972
23821;Qupudu;Wunvyqj G;Male;20/04/1973
23822;Qupudu;Wunvyqj G.;Male;22/09/1978
23823;Qupudu;Wunvyqj Gagal;Male;16/12/1972
23824;Qupudu;Wunvyqj Galuggit;Male;17/02/1966
23825;Qupudu;Wunvyqj Ulgit;Male;13/02/1987
23826;Qupudu;Wunvyqj Zuxyie;Male;03/02/1980
23827;Qupudu;Wunvyqyu;Female;31/12/1979
23828;Qupudu;Wunvyqyu;Female;23/08/1965
23829;Qupudu;Wunvyqyu P;Female;15/12/1962
23830;Qupudu;Wunvyqyu S.;Female;16/11/1964
23831;Qupudu;Wunvyqyu S.;Female;20/12/1987
23832;Qupudu;Wunvyqyu U;Female;13/07/1961
23833;Qupudu;Wunvyqyu U.;Female;03/05/1960
23834;Qupudu;Wunvyqyu Utugu;Female;30/09/1987
23835;Qupudu;Wunvyqyu Utugzuo;Female;09/01/1982
23836;Qupudu;Wunvyqyu Uxyi;Female;15/10/1978
23837;Qupudu;Wunvyqyu W;Female;04/08/1968
23838;Qupudu;Wunvyqyu Zp;Female;01/05/1975
23839;Qupudu;Wvykqi R.;Male;26/03/1960
23840;Qupudu;Wvykqizz G;Female;18/09/1998
23841;Qupudu;Wvykqizz L.;Female;25/12/1985
23842;Qupudu;Wvykqizz V;Female;06/05/1960
23843;Qupudu;Wvykqizz Z.;Female;13/06/1994
23844;Qupudu;Wyka;Male;26/01/1964
23845;Qupudu;Xadinn L;Female;29/04/1993
23846;Qupudu;Xadinnu;Female;03/10/1963
23847;Qupudu;Xadynnu L;Female;19/05/1992
23848;Qupudu;Xaeyz U;Male;06/07/1968
23849;Qupudu;Xaeyz Ugute;Male;24/02/1969
23850;Qupudu;Xayz U.;Male;09/10/1975
23851;Qupudu;Xeqo;Female;24/07/1988
23852;Qupudu;Xeqyktu;Female;04/03/1979
23853;Qupudu;Xeqyktu;Female;23/04/1961
23854;Qupudu;Xeqyktu G.;Female;02/02/1971
23855;Qupudu;Xeqyktu Z;Female;02/10/1970
23856;Qupudu;Xeuvu;Female;05/05/1989
23857;Qupudu;Xiakune;Female;27/12/1962
23858;Qupudu;Xippyi Pyxxyi;Male;02/07/1960
23859;Qupudu;Xugu;Male;05/11/1986
23860;Qupudu;Xugyk;Male;20/08/1962
23861;Qupudu;Xugyk;Male;23/06/1990
23862;Qupudu;Xugyk;Male;13/09/1972
23863;Qupudu;Xugyk;Male;14/04/1963
23864;Qupudu;Xugyk;Male;17/12/1993
23865;Qupudu;Xugyk;Male;23/05/1974
23866;Qupudu;Xugyk;Male;14/12/1997
23867;Qupudu;Xugyk;Male;11/03/1996
23868;Qupudu;Xugyk Azguk;Male;12/06/1973
23869;Qupudu;Xugyk G;Male;29/05/1975
23870;Qupudu;Xugyk Galugit;Male;05/03/1985
23871;Qupudu;Xugyk Galugit;Male;15/04/1967
23872;Qupudu;Xugyk Geqnuvv;Male;01/03/1966
23873;Qupudu;Xugyk Niij;Male;09/12/1980
23874;Qupudu;Xugyk P.;Male;08/06/1983
23875;Qupudu;Xugyk Pukta;Male;24/04/1977
23876;Qupudu;Xugyk U;Male;21/10/1973
23877;Qupudu;Xugyk Uguvu;Male;01/11/1980
23878;Qupudu;Xugyk Uptex;Male;21/06/1983
23879;Qupudu;Xugyk Uxygugo;Male;21/10/1960
23880;Qupudu;Xugyk Z;Male;08/09/1961
23881;Qupudu;Xugyk Zp;Male;22/11/1962
23882;Qupudu;Xugyk Zp;Male;15/11/1998
23883;Qupudu;Xuhvikqi;Male;31/01/1976
23884;Qupudu;Xukzuku;Male;31/01/1999
23885;Qupudu;Xukzuku;Male;10/01/1969
23886;Qupudu;Xukzuku;Male;30/05/1965
23887;Qupudu;Xukzuku;Male;26/04/1998
23888;Qupudu;Xukzuku;Male;28/09/1987
23889;Qupudu;Xukzuku Rpuo;Male;05/10/1999
23890;Qupudu;Xukzuku Upepujuv;Male;15/07/1999
23891;Qupudu;Xukzuku Wavil;Male;27/08/1983
23892;Qupudu;Xukzuku Z;Male;27/12/1963
23893;Qupudu;Xuluy;Male;31/12/1964
23894;Qupudu;Xuluy  Catuo;Male;25/07/1996
23895;Qupudu;Xuluy C;Male;30/06/1974
23896;Qupudu;Xuluy G;Male;21/02/1976
23897;Qupudu;Xuluy G.;Male;21/09/1997
23898;Qupudu;Xuluy Nukra;Male;29/09/1968
23899;Qupudu;Xuluy W;Male;07/02/1970
23900;Qupudu;Xuluy. Xukzuku;Male;28/04/1977
23901;Qupudu;Xyktu Z.;Female;14/02/1962
23902;Qupudu;Xyxxyuk R;Female;12/05/1977
23903;Qupudu;Xyxyuk Utugu;Female;25/09/1982
23904;Qupudu;Y. Uptexuy;Male;08/02/1983
23905;Qupudu;Yduk Uxezyki;Male;14/08/1961
23906;Qupudu;Ygevuku;Male;10/06/1966
23907;Qupudu;Ygug;Male;23/04/1987
23908;Qupudu;Ygug Uptexuy;Male;21/11/1990
23909;Qupudu;Ygug Z;Male;25/09/1977
23910;Qupudu;Ygvuk;Male;15/03/1995
23911;Qupudu;Ykcu Uxyi;Male;19/02/1968
23912;Qupudu;Yoi;Female;18/07/1998
23913;Qupudu;Ypvulyg;Male;27/09/1960
23914;Qupudu;Ypvulyg;Male;19/05/1981
23915;Qupudu;Ypvulyg;Male;01/04/1960
23916;Qupudu;Ypvulyg;Male;22/03/1983
23917;Qupudu;Ypvulyg;Male;17/03/1962
23918;Qupudu;Ypvulyg;Male;19/10/1996
23919;Qupudu;Ypvulyg;Male;15/01/1990
23920;Qupudu;Ypvulyg;Male;14/03/1966
23921;Qupudu;Ypvulyg;Male;13/09/1979
23922;Qupudu;Ypvulyg;Male;07/01/1998
23923;Qupudu;Ypvulyg;Male;09/03/1999
23924;Qupudu;Ypvulyg;Male;23/05/1980
23925;Qupudu;Ypvulyg;Male;02/01/1992
23926;Qupudu;Ypvulyg;Male;07/01/1990
23927;Qupudu;Ypvulyg;Male;03/07/1980
23928;Qupudu;Ypvulyg;Male;21/10/1972
23929;Qupudu;Ypvulyg;Male;24/04/1988
23930;Qupudu;Ypvulyg;Male;09/08/1991
23931;Qupudu;Ypvulyg;Male;04/07/1981
23932;Qupudu;Ypvulyg;Male;22/12/1987
23933;Qupudu;Ypvulyg;Male;17/03/1998
23934;Qupudu;Ypvulyg;Male;20/08/1973
23935;Qupudu;Ypvulyg;Male;15/10/1998
23936;Qupudu;Ypvulyg;Male;15/07/1981
23937;Qupudu;Ypvulyg;Male;10/01/1988
23938;Qupudu;Ypvulyg;Male;05/08/1968
23939;Qupudu;Ypvulyg;Male;02/11/1973
23940;Qupudu;Ypvulyg;Male;02/11/1988
23941;Qupudu;Ypvulyg;Male;19/02/1977
23942;Qupudu;Ypvulyg;Male;12/11/1998
23943;Qupudu;Ypvulyg;Male;20/08/1967
23944;Qupudu;Ypvulyg;Male;29/03/1960
23945;Qupudu;Ypvulyg;Male;23/02/1968
23946;Qupudu;Ypvulyg;Male;05/12/1972
23947;Qupudu;Ypvulyg;Male;04/12/1977
23948;Qupudu;Ypvulyg;Male;12/06/1999
23949;Qupudu;Ypvulyg;Male;13/09/1963
23950;Qupudu;Ypvulyg;Male;12/11/1968
23951;Qupudu;Ypvulyg;Male;22/09/1960
23952;Qupudu;Ypvulyg;Male;21/05/1962
23953;Qupudu;Ypvulyg;Male;26/10/1988
23954;Qupudu;Ypvulyg;Male;25/09/1991
23955;Qupudu;Ypvulyg  .J;Male;13/03/1985
23956;Qupudu;Ypvulyg  A;Male;17/07/1974
23957;Qupudu;Ypvulyg  Catuo;Male;17/11/1990
23958;Qupudu;Ypvulyg  Cvukqyz;Male;01/06/1973
23959;Qupudu;Ypvulyg  G;Male;13/01/1976
23960;Qupudu;Ypvulyg  Gaziz;Male;16/08/1981
23961;Qupudu;Ypvulyg  L;Male;14/09/1964
23962;Qupudu;Ypvulyg  N;Male;21/12/1999
23963;Qupudu;Ypvulyg  P;Male;18/04/1998
23964;Qupudu;Ypvulyg  S;Male;12/05/1997
23965;Qupudu;Ypvulyg  T;Male;04/05/1970
23966;Qupudu;Ypvulyg  T. Z.;Male;04/08/1983
23967;Qupudu;Ypvulyg  U;Male;22/10/1965
23968;Qupudu;Ypvulyg  U.;Male;27/08/1994
23969;Qupudu;Ypvulyg  W;Male;28/07/1970
23970;Qupudu;Ypvulyg  Y;Male;17/03/1976
23971;Qupudu;Ypvulyg  Z;Male;15/07/1993
23972;Qupudu;Ypvulyg  Z;Male;30/10/1989
23973;Qupudu;Ypvulyg  Zavyi;Male;09/12/1962
23974;Qupudu;Ypvulyg  Zuktu;Male;17/01/1994
23975;Qupudu;Ypvulyg A;Male;04/02/1978
23976;Qupudu;Ypvulyg Azguk;Male;05/02/1993
23977;Qupudu;Ypvulyg C;Male;08/05/1979
23978;Qupudu;Ypvulyg Catuo;Male;30/08/1974
23979;Qupudu;Ypvulyg Catuo;Male;01/12/1969
23980;Qupudu;Ypvulyg Cuxxul;Male;15/08/1973
23981;Qupudu;Ypvulyg G;Male;28/03/1963
23982;Qupudu;Ypvulyg G;Male;10/12/1962
23983;Qupudu;Ypvulyg Galugit;Male;19/09/1995
23984;Qupudu;Ypvulyg Guzevv;Male;14/06/1993
23985;Qupudu;Ypvulyg J;Male;29/07/1999
23986;Qupudu;Ypvulyg L;Male;28/11/1969
23987;Qupudu;Ypvulyg L;Male;15/11/1966
23988;Qupudu;Ypvulyg Luzzuk;Male;03/11/1980
23989;Qupudu;Ypvulyg N;Male;12/11/1991
23990;Qupudu;Ypvulyg N;Male;22/10/1971
23991;Qupudu;Ypvulyg N.;Male;03/03/1971
23992;Qupudu;Ypvulyg O.;Male;24/07/1980
23993;Qupudu;Ypvulyg Oezec;Male;16/09/1962
23994;Qupudu;Ypvulyg P;Male;04/10/1988
23995;Qupudu;Ypvulyg P;Male;13/06/1969
23996;Qupudu;Ypvulyg P;Male;08/02/1973
23997;Qupudu;Ypvulyg Puy;Male;24/07/1966
23998;Qupudu;Ypvulyg Puzlyv;Male;25/05/1992
23999;Qupudu;Ypvulyg Puzyx;Male;16/05/1971
24000;Qupudu;Ypvulyg Q;Male;20/07/1970
24001;Qupudu;Ypvulyg R;Male;11/08/1968
24002;Qupudu;Ypvulyg Sv Juv;Male;26/09/1996
24003;Qupudu;Ypvulyg U;Male;09/10/1987
24004;Qupudu;Ypvulyg U.;Male;11/06/1970
24005;Qupudu;Ypvulyg U. P;Male;27/08/1995
24006;Qupudu;Ypvulyg Us;Male;29/05/1973
24007;Qupudu;Ypvulyg Uz;Male;10/07/1984
24008;Qupudu;Ypvulyg Wg;Male;26/06/1986
24009;Qupudu;Ypvulyg X;Male;08/02/1998
24010;Qupudu;Ypvulyg Yxxyu;Male;21/06/1967
24011;Qupudu;Ypvulyg Z;Male;28/03/1973
24012;Qupudu;Ypvulyg Z;Male;14/07/1994
24013;Qupudu;Ypvulyg Z;Male;18/02/1980
24014;Qupudu;Ypvulyg Z;Male;07/11/1975
24015;Qupudu;Ypvulyg Z;Male;20/11/1961
24016;Qupudu;Ypvulyg Z;Male;10/05/1980
24017;Qupudu;Ypvulyg Z;Male;11/08/1970
24018;Qupudu;Ypvulyg Z.;Male;31/05/1989
24019;Qupudu;Ypvulyg Zaou;Male;15/06/1984
24020;Qupudu;Ypvulyg Zavvyi;Male;02/06/1974
24021;Qupudu;Ypvulyg Zavyi;Male;11/08/1984
24022;Qupudu;Ypvulyg Zavyi;Male;18/12/1969
24023;Qupudu;Ypvulyg Zavyi;Male;29/10/1964
24024;Qupudu;Ypvulyg Zavyi;Male;19/03/1963
24025;Qupudu;Ypvulyg Zavyi;Male;24/01/1968
24026;Qupudu;Ypvulyg Zavyi;Male;24/06/1975
24027;Qupudu;Ypvulyg Zavyi;Male;02/11/1989
24028;Qupudu;Ypvulyg Zlasai;Male;02/03/1965
24029;Qupudu;Ypvulyg Zlieku;Male;09/02/1983
24030;Qupudu;Ypvulyg Zliyj;Male;17/02/1960
24031;Qupudu;Ypvulyg. Z;Male;30/05/1969
24032;Qupudu;Ypvylug F;Male;11/02/1973
24033;Qupudu;Ytvyzu;Male;09/08/1986
24034;Qupudu;Ytvyzu Tyfa;Male;15/11/1990
24035;Qupudu;Ytvyzz;Male;23/11/1998
24036;Qupudu;Ytvyzz;Male;05/09/1982
24037;Qupudu;Ytvyzz R;Male;24/06/1995
24038;Qupudu;Ytvyzz Rypvyxxu;Male;03/03/1996
24039;Qupudu;Ytvyzz Upe Pujuvv;Male;12/06/1966
24040;Qupudu;Ytvyzzu;Male;03/06/1997
24041;Qupudu;Ytvyzzu;Male;03/08/1979
24042;Qupudu;Ytvyzzu;Male;16/02/1971
24043;Qupudu;Ytvyzzu;Male;31/07/1995
24044;Qupudu;Ytvyzzu;Male;12/11/1995
24045;Qupudu;Ytvyzzu;Male;10/04/1986
24046;Qupudu;Ytvyzzu;Male;26/11/1995
24047;Qupudu;Ytvyzzu;Male;30/08/1961
24048;Qupudu;Ytvyzzu  F;Male;27/06/1989
24049;Qupudu;Ytvyzzu Cungunu;Female;13/08/1979
24050;Qupudu;Ytvyzzu Gy;Male;11/09/1965
24051;Qupudu;Ytvyzzu J;Male;29/05/1962
24052;Qupudu;Ytvyzzu Junyzqa;Male;17/03/1965
24053;Qupudu;Ytvyzzu T;Male;30/01/1968
24054;Qupudu;Ytvyzzu Tudyt;Male;01/07/1999
24055;Qupudu;Ytvyzzu U;Male;09/12/1964
24056;Qupudu;Ytvyzzu U;Male;08/10/1975
24057;Qupudu;Ytvyzzu U;Male;01/09/1998
24058;Qupudu;Ytvyzzu Y;Male;12/10/1990
24059;Qupudu;Ytvyzzu Z;Male;13/07/1997
24060;Qupudu;Ytvyzzu. U;Male;04/10/1987
24061;Qupudu;Yzguyx;Male;21/10/1980
24062;Qupudu;Yzlgiux;Male;10/10/1967
24063;Qupudu;Yzlguix;Male;21/06/1962
24064;Qupudu;Yzlguix;Male;18/07/1973
24065;Qupudu;Yzlguix;Male;24/04/1977
24066;Qupudu;Yzlguix;Male;31/05/1967
24067;Qupudu;Yzlguix;Male;16/08/1972
24068;Qupudu;Yzlguix  P;Male;14/10/1989
24069;Qupudu;Yzlguix P;Male;12/11/1980
24070;Qupudu;Yzlguix U;Male;03/05/1960
24071;Qupudu;Yzlguyx;Male;24/04/1997
24072;Qupudu;Yzlguyx;Male;17/05/1976
24073;Qupudu;Yzlguyx;Male;11/06/1980
24074;Qupudu;Yzlguyx V;Male;05/10/1977
24075;Qupudu;Yzlgyxi;Male;09/03/1974
24076;Qupudu;Yzliju J;Male;10/06/1980
24077;Qupudu;Yzlu;Female;22/01/1969
24078;Qupudu;Yzlu;Female;23/12/1986
24079;Qupudu;Yzlu;Female;25/09/1970
24080;Qupudu;Yzlu Jigal;Female;14/01/1970
24081;Qupudu;Yzlu Z;Female;11/07/1965
24082;Qupudu;Yzlugyx;Male;21/03/1993
24083;Qupudu;Yzlunu O;Female;20/10/1982
24084;Qupudu;Yzune;Female;27/09/1992
24085;Qupudu;Yzune;Female;28/03/1979
24086;Qupudu;Yzune;Female;13/10/1985
24087;Qupudu;Yzune;Female;11/11/1990
24088;Qupudu;Yzune;Female;22/09/1999
24089;Qupudu;Yzune;Female;20/04/1961
24090;Qupudu;Yzune;Female;25/08/1975
24091;Qupudu;Yzune;Female;05/09/1983
24092;Qupudu;Yzune;Female;08/07/1975
24093;Qupudu;Yzune;Female;05/10/1988
24094;Qupudu;Yzune;Female;27/01/1987
24095;Qupudu;Yzune;Female;29/01/1970
24096;Qupudu;Yzune;Female;06/04/1976
24097;Qupudu;Yzune;Female;13/06/1997
24098;Qupudu;Yzune;Female;22/02/1963
24099;Qupudu;Yzune;Female;15/12/1987
24100;Qupudu;Yzune;Female;11/11/1987
24101;Qupudu;Yzune;Female;18/01/1989
24102;Qupudu;Yzune  G;Female;15/05/1977
24103;Qupudu;Yzune  Gurvin;Female;28/07/1994
24104;Qupudu;Yzune  Vazuxyki Jlaxycu;Female;27/11/1964
24105;Qupudu;Yzune  Wunvyqyu;Female;17/09/1960
24106;Qupudu;Yzune Azguk;Female;08/11/1983
24107;Qupudu;Yzune F;Female;24/08/1982
24108;Qupudu;Yzune G;Female;30/10/1994
24109;Qupudu;Yzune G;Female;30/07/1975
24110;Qupudu;Yzune G;Female;29/09/1966
24111;Qupudu;Yzune Guvruvin;Female;08/10/1967
24112;Qupudu;Yzune Guvyuk;Female;24/12/1970
24113;Qupudu;Yzune L;Female;25/05/1976
24114;Qupudu;Yzune L.;Female;11/08/1964
24115;Qupudu;Yzune N;Female;16/02/1985
24116;Qupudu;Yzune O;Female;29/10/1997
24117;Qupudu;Yzune O.;Female;27/03/1962
24118;Qupudu;Yzune P;Female;14/03/1981
24119;Qupudu;Yzune Pupo;Female;08/12/1994
24120;Qupudu;Yzune R;Female;30/05/1962
24121;Qupudu;Yzune R.;Female;07/05/1961
24122;Qupudu;Yzune Rpivu;Female;02/08/1968
24123;Qupudu;Yzune U;Female;05/05/1992
24124;Qupudu;Yzune U;Female;30/12/1987
24125;Qupudu;Yzune X.;Female;25/07/1988
24126;Qupudu;Yzune Y;Female;11/07/1972
24127;Qupudu;Yzune Y;Female;16/09/1962
24128;Qupudu;Yzune Z;Female;26/01/1968
24129;Qupudu;Yzune Zyvyxyu;Female;21/12/1977
24130;Qupudu;Yzune. Z;Female;10/04/1979
24131;Qupudu;Yzunei;Female;20/11/1995
24132;Qupudu;Yzunu;Female;31/07/1994
24133;Qupudu;Yzunu;Female;04/08/1978
24134;Qupudu;Yzunu  Z;Female;30/03/1996
24135;Qupudu;Yzunu Iznliv;Female;20/03/1978
24136;Qupudu;Yzunu P;Female;05/04/1975
24137;Qupudu;Yzunu Pupul;Female;05/04/1976
24138;Qupudu;Yzunu Taxxu;Female;03/05/1997
24139;Qupudu;Yzunu Utugu;Female;29/01/1997
24140;Qupudu;Yzunu Utugu;Female;08/09/1997
24141;Qupudu;Yzunu Wlyxyqyu;Female;23/09/1998
24142;Qupudu;Yzuuq;Male;28/06/1960
24143;Qupudu;Yzuuq Y;Male;27/01/1998
24144;Qupudu;Yzuyul;Male;07/06/1974
24145;Qupudu;Yzzu;Male;10/05/1987
24146;Qupudu;Yzzu;Male;07/05/1968
