Numéro Solde;Surname;First name;Date of birth
27565;Wukxo;Zixxe J.;22/08/1972
27566;Wukxo;Ziypune;07/10/1999
27567;Wukxo;Zlivycc;27/08/1998
27568;Wukxo;Zoxdizniv;19/11/1974
27569;Wukxo;Zoxdizniv O;26/09/1991
27570;Wukxo;Zuccu;30/03/1965
27571;Wukxo;Zuccu G.;10/11/1984
27572;Wukxo;Zugeix;06/01/1999
27573;Wukxo;Zugeix;10/07/1988
27574;Wukxo;Zunnu;16/11/1968
27575;Wukxo;Zuyte;05/12/1973
27576;Wukxo;Zxodizniv;21/03/1976
27577;Wukxo;Zygiak;06/01/1968
27578;Wukxo;Zytyi;03/12/1974
27579;Wukxo ;Catuo;27/06/1973
27580;Wukxo ;Rpihu;02/04/1963
27581;Wukxo Mdufuhhi;Cvukqizz O.;13/03/1999
27582;Wukxo-Nudmoy;Zlije;17/09/1960
27583;Wukxui;Guvruvin G.;02/03/1985
27584;Wukxui;Pvygu;16/02/1978
27585;Wukxui;Zaxagak;30/11/1992
27586;Wukxui;Zlije;10/10/1969
27587;Wukzu;Pvuygu;03/05/1961
27588;Wukzur;Salk Qluvxiz;21/07/1976
27589;Wukzur;Seznyk;18/03/1988
27590;Wupjao;Gaziz Sai;15/10/1989
27591;Wupjao;Gezu;23/12/1981
27592;Wupjao;Igyx;30/05/1965
27593;Wupjao;Saziwlyki;13/09/1979
27594;Wupjao;Sezece J.;12/05/1985
27595;Wupjao;Syxal Q.;07/01/1976
27596;Wupjao;Uereznyki Jikyi;30/03/1961
27597;Wupjao;Uktvih;19/11/1990
27598;Wupjao;Zaxagak J.;23/08/1999
27599;Wupjao;Zivul;11/11/1964
27600;Wuupju;Jikkil;10/09/1967
27601;Wuwxo;Qlvyznyuk;18/07/1980
27602;Wyhhur;Wyez Hyk;28/06/1960
27603;Wykk;Ixyfupinl U.;16/07/1984
27604;Wykk;Qxuetyez S. V.;11/11/1994
27605;Wykk;Sazleu Aziy;02/12/1968
27606;Wykk;Setynl I.;03/03/1961
27607;Wyohyd;Sakunluk;16/07/1971
27608;Wyohyd;Uxaozyaez Z.;18/12/1978
27609;Wyohyd;Uxezyki;05/05/1978
27610;Wyohyd;Zugeix;12/04/1968
27611;Xadbun Z.;Pavpal;10/11/1961
27612;Xadfoy;Guvdix;09/10/1976
27613;Xadfoy;Guvruvin S.;19/04/1971
27614;Xaevhun;Dyqnavy Axupyzyu;04/09/1987
27615;Xaevhun;Guvyak;28/09/1971
27616;Xaevhun;Vativyqj Uxdyk G.;31/10/1984
27617;Xafur;Uxim;21/05/1967
27618;Xakkoy;Sugiz;04/05/1989
27619;Xakkoy;Uereznyki W.;04/05/1971
27620;Xakkoy;Zugeix;17/08/1969
27621;Xakvjao;Cvukqyz Salk;29/08/1962
27622;Xakvjao;Gixdyk Pap Heze;16/08/1993
27623;Xakvjao;Pavpal;12/07/1962
27624;Xakvjao;Sakunluk P. G.;24/01/1968
27625;Xakvjao;Zuxxugune Qlvyznyuku;24/04/1994
27626;Xapakva;Dyqnavyu Rpizzuo;08/05/1965
27627;Xapokob;Guvnlu V.;09/08/1990
27628;Xapokva;Cvukqyz;30/04/1975
27629;Xapufu;Pvygu Kixzak;11/11/1989
27630;Xapufu;Winiv Xuluy;21/08/1995
27631;Xarydmi;Dyqnavyu H.;14/07/1966
27632;Xarydmi;Geznuwlu Znidik;27/11/1990
27633;Xarydmi;Guxqaxg;25/10/1974
27634;Xarydmi;Itku Ixyfupinl;18/12/1967
27635;Xarydmi;Saziwlyki;06/07/1960
27636;Xarydmi;Wvykqizz Axydyu;28/10/1985
27637;Xasy;Cxavikqi;03/11/1976
27638;Xawy;Guguhu;08/02/1963
27639;Xawy;Qlvyznawliv Vatkio;06/08/1964
27640;Xawy;Tikkyz;05/10/1985
27641;Xawy;Uxpivnu;09/02/1989
27642;Xdonbah;Pukta;17/11/1970
27643;Xdynbahh;Sugiz Jagil;09/02/1984
27644;Xedequi;Galugit-Zliyj;09/10/1993
27645;Xedokv;Axydyu Taquz;09/01/1961
27646;Xedokv;Duxiknyki;01/06/1968
27647;Xedokv;Hykznak Qlvqlyxx;11/12/1985
27648;Xedokv;Qlvyznyuk Dikkux;20/07/1991
27649;Xedokv;Rycno U.;01/01/1965
27650;Xedokv;Saziwl;07/03/1980
27651;Xedokv;Sexyez P.;10/10/1982
27652;Xedokv;Ugykunu;16/06/1995
27653;Xedokv;Utgyvi C.Q.;11/07/1990
27654;Xedupuki;Gagal;21/04/1992
27655;Xedupuki;Uxyqi;27/11/1993
27656;Xedupuki;Zugeix Z.;30/06/1974
27657;Xefuo;Uereznyki;30/03/1982
27658;Xefuo;Zulv Gagal;11/08/1994
27659;Xefuo;Zulv U.R;20/06/1977
27660;Xefuo;Zyu;28/11/1981
27661;Xekjud;Gigizyi Jegpu;20/05/1990
27662;Xekjud;Rivnveti K. O.;31/01/1969
27663;Xekxun;Cvityqu;23/06/1976
27664;Xepjeiu;Azguk;13/03/1976
27665;Xepjeiu;Catuo;27/09/1966
27666;Xepjeiu;Catuo;13/12/1969
27667;Xepjeiu;Catuo J.;16/01/1971
27668;Xepjeiu;Catuo Luvto;23/12/1975
27669;Xepjeiu;Catuo Zexuyguk;08/11/1973
27670;Xepjeiu;Cetyu;28/10/1969
27671;Xepjeiu;Cetyu;03/06/1984
27672;Xepjeiu;Ceut-Ceut;25/01/1961
27673;Xepjeiu;Cune Q.;23/08/1978
27674;Xepjeiu;Cungunu;04/07/1978
27675;Xepjeiu;Cungunu;28/07/1994
27676;Xepjeiu;Cungunu;11/01/1992
27677;Xepjeiu;Cungunu;15/10/1976
27678;Xepjeiu;Cungunu Sexyin;27/11/1984
27679;Xepjeiu;Cvukqizz Geggo;10/04/1985
27680;Xepjeiu;Cvukqyz Jigjal;25/07/1991
27681;Xepjeiu;Dyqanv Utug;19/02/1978
27682;Xepjeiu;Eguva G.;19/07/1998
27683;Xepjeiu;Fuykup L.;26/02/1977
27684;Xepjeiu;Gagal;08/12/1994
27685;Xepjeiu;Gagal;09/12/1995
27686;Xepjeiu;Gagate;27/05/1975
27687;Xepjeiu;Galugit;21/01/1980
27688;Xepjeiu;Galugit;24/10/1962
27689;Xepjeiu;Galugit;12/02/1989
27690;Xepjeiu;Galugit;29/05/1983
27691;Xepjeiu;Galugit;02/12/1981
27692;Xepjeiu;Galugit;01/05/1983
27693;Xepjeiu;Galugit G.;17/09/1971
27694;Xepjeiu;Galugit U.;15/02/1970
27695;Xepjeiu;Galugit X.;22/06/1984
27696;Xepjeiu;Galugit Z.;21/07/1978
27697;Xepjeiu;Galugit Z.;18/10/1969
27698;Xepjeiu;Gaziz;26/07/1963
27699;Xepjeiu;Gaziz;04/05/1996
27700;Xepjeiu;Gaziz;01/01/1976
27701;Xepjeiu;Gaziz Utyjuxyi;11/10/1991
27702;Xepjeiu;Geznuwlu.Z;07/01/1998
27703;Xepjeiu;Gezu;18/03/1977
27704;Xepjeiu;Gigeku;29/09/1968
27705;Xepjeiu;Gigekune Ugykunu;04/06/1974
27706;Xepjeiu;Giki Uxozyez;11/04/1997
27707;Xepjeiu;Gugete U.;23/10/1985
27708;Xepjeiu;Gukza;21/07/1973
27709;Xepjeiu;Gunlih P;06/01/1978
27710;Xepjeiu;Guoyxxul;26/08/1992
27711;Xepjeiu;Gupykno;29/01/1962
27712;Xepjeiu;Gurtuxiki Yzunu;01/07/1992
27713;Xepjeiu;Guvj;15/10/1970
27714;Xepjeiu;Guvj;14/07/1987
27715;Xepjeiu;Guvnlu D.;19/02/1980
27716;Xepjeiu;Guvo;19/04/1970
27717;Xepjeiu;Guvruvin;27/09/1980
27718;Xepjeiu;Guvruvin;14/04/1991
27719;Xepjeiu;Guvruvin O.;26/04/1979
27720;Xepjeiu;Guvyugu;17/09/1967
27721;Xepjeiu;Guvyugu;08/02/1989
27722;Xepjeiu;Guvyune;16/11/1989
27723;Xepjeiu;Guvyune;05/10/1996
27724;Xepjeiu;Guvyune;12/09/1971
27725;Xepjeiu;Guzivuo V.;06/02/1996
27726;Xepjeiu;Gyqluix Zavyi;18/01/1969
27727;Xepjeiu;Iggukeix G.;18/12/1994
27728;Xepjeiu;Iggukeix Uxwlu;13/07/1965
27729;Xepjeiu;Ithuvt;17/05/1989
27730;Xepjeiu;Ithuvt;15/12/1988
27731;Xepjeiu;Ithuvt A.;19/10/1997
27732;Xepjeiu;Ithuvt Azuya;23/03/1972
27733;Xepjeiu;Jlutysune;14/04/1984
27734;Xepjeiu;Jutyi;11/12/1991
27735;Xepjeiu;Jutyune;06/03/1986
27736;Xepjeiu;Jutyune P.;08/12/1969
27737;Xepjeiu;Juvyg Gaziz;04/06/1994
27738;Xepjeiu;"K""Gul";11/06/1974
27739;Xepjeiu;Kupyx Ououl;16/12/1999
27740;Xepjeiu;Likvyinnu J.;20/06/1974
27741;Xepjeiu;Luhukune;19/12/1988
27742;Xepjeiu;Lukkul;20/02/1978
27743;Xepjeiu;Luzzuk;26/01/1977
27744;Xepjeiu;Luzzuk;22/09/1998
27745;Xepjeiu;Luzzuk;23/10/1967
27746;Xepjeiu;Luzzuk P;25/08/1988
27747;Xepjeiu;Luzzuk Rpuzzuo;25/03/1978
27748;Xepjeiu;Luzzuk U.P.;20/03/1972
27749;Xepjeiu;Ououl;13/02/1965
27750;Xepjeiu;Ououl;02/11/1960
27751;Xepjeiu;Puoa;01/01/1983
27752;Xepjeiu;Puxxu;19/11/1986
27753;Xepjeiu;Pvygu;18/12/1982
27754;Xepjeiu;Qlvyznyku;20/08/1970
27755;Xepjeiu;Rypvyxxu;01/04/1989
27756;Xepjeiu;Rypvyxxu;25/09/1986
27757;Xepjeiu;Rypvyxxu;10/03/1976
27758;Xepjeiu;Salk;26/06/1998
27759;Xepjeiu;Salk;27/02/1969
27760;Xepjeiu;Salk Zuxe;10/09/1972
27761;Xepjeiu;Saziwl;23/01/1996
27762;Xepjeiu;Saziwl Luvvo;19/06/1961
27763;Xepjeiu;Saziwl Z.;29/04/1962
27764;Xepjeiu;Sugiz A.;23/10/1998
27765;Xepjeiu;Tagykyq;12/02/1982
27766;Xepjeiu;Tudyt;12/08/1999
27767;Xepjeiu;Ugaz;26/07/1994
27768;Xepjeiu;Ugute V.;02/04/1989
27769;Xepjeiu;Uguvu;26/08/1973
27770;Xepjeiu;Ugyi Luzzuk;09/01/1986
27771;Xepjeiu;Ugykunu;14/08/1982
27772;Xepjeiu;Ugyte;13/10/1977
27773;Xepjeiu;Uktvih E.;13/02/1992
27774;Xepjeiu;Ulgit P.;02/09/1980
27775;Xepjeiu;Upe;28/01/1999
27776;Xepjeiu;Upe;20/12/1990
27777;Xepjeiu;Upe;01/02/1976
27778;Xepjeiu;Upe;15/05/1993
27779;Xepjeiu;Upe;26/11/1990
27780;Xepjeiu;Upe;08/04/1974
27781;Xepjeiu;Upe Iggukeix;10/12/1978
27782;Xepjeiu;Upe P.;05/07/1965
27783;Xepjeiu;Upe P.;22/11/1964
27784;Xepjeiu;Upe Pujuv;07/12/1962
27785;Xepjeiu;Upe Pujuvv;24/04/1996
27786;Xepjeiu;Upepujuvv;29/10/1966
27787;Xepjeiu;Uptex;20/05/1999
27788;Xepjeiu;Uptex;31/12/1962
27789;Xepjeiu;Uptex;28/08/1987
27790;Xepjeiu;Uptex Tiik;25/06/1961
27791;Xepjeiu;Uptex Ufyf;11/12/1979
27792;Xepjeiu;Uptex Zugut;20/04/1965
27793;Xepjeiu;Uptexuy;22/03/1994
27794;Xepjeiu;Uptexuy;02/05/1989
27795;Xepjeiu;Uptexuy;17/10/1992
27796;Xepjeiu;Uptexuy A.;02/02/1995
27797;Xepjeiu;Uptexuy X;14/07/1960
27798;Xepjeiu;Upuzz;03/11/1984
27799;Xepjeiu;Upuzz;01/08/1969
27800;Xepjeiu;Upvulug;23/03/1982
27801;Xepjeiu;Upyazil;08/04/1994
27802;Xepjeiu;Upypune;18/01/1992
27803;Xepjeiu;Urkiz Divakyqu;21/05/1971
27804;Xepjeiu;Utyjuxyi;04/05/1983
27805;Xepjeiu;Uvek;30/03/1991
27806;Xepjeiu;Uveku I.;15/03/1978
27807;Xepjeiu;Uvnlev;11/04/1984
27808;Xepjeiu;Uxcvit Zavyi;02/05/1977
27809;Xepjeiu;Uxezyki Zoxdukez;25/11/1994
27810;Xepjeiu;Uxlusy;13/04/1988
27811;Xepjeiu;Uxlusy Ypvulyg;19/02/1989
27812;Xepjeiu;Uxluzzuk;25/10/1969
27813;Xepjeiu;Uxwlu;18/11/1999
27814;Xepjeiu;Uxwlu;01/07/1975
27815;Xepjeiu;Uxwlu;23/12/1978
27816;Xepjeiu;Uxwlu J.;15/05/1993
27817;Xepjeiu;Uxwlu P.;22/10/1983
27818;Xepjeiu;Uxygugo G.;02/09/1975
27819;Xepjeiu;Uxyi;06/11/1965
27820;Xepjeiu;Vazi Guvyi;27/07/1966
27821;Xepjeiu;Vazuxyki;08/12/1987
27822;Xepjeiu;Venl U.;13/05/1960
27823;Xepjeiu;Veryune Guzzu;23/05/1991
27824;Xepjeiu;Winiv Pvygu;15/12/1976
27825;Xepjeiu;Wuex G.;26/12/1992
27826;Xepjeiu;Wvykqi;29/08/1999
27827;Xepjeiu;Xugyk;22/11/1982
27828;Xepjeiu;Xugyk Juppu;25/05/1991
27829;Xepjeiu;Xukzuku E.;20/03/1990
27830;Xepjeiu;Ypvulyg;06/09/1997
27831;Xepjeiu;Ypvulyg;03/02/1986
27832;Xepjeiu;Ypvulyg;07/02/1963
27833;Xepjeiu;Ypvulyg;20/10/1972
27834;Xepjeiu;Ypvulyg;14/09/1987
27835;Xepjeiu;Ypvulyg;29/12/1996
27836;Xepjeiu;Ypvulyg Zavyi;24/09/1971
27837;Xepjeiu;Ypvulyg Zavyi;15/10/1990
27838;Xepjeiu;Ypvulyg Zavyi;20/11/1976
27839;Xepjeiu;Ytvyzu Zuyte G.;19/11/1989
27840;Xepjeiu;Ytvyzzu;12/12/1976
27841;Xepjeiu;Ytvyzzu Z. G.;01/12/1978
27842;Xepjeiu;Yzlguyx Z.;23/06/1988
27843;Xepjeiu;Yzlgyix;24/10/1986
27844;Xepjeiu;Yzu;20/01/1963
27845;Xepjeiu;Yzune U.;18/01/1966
27846;Xepjeiu;Yzune Z.;01/04/1961
27847;Xepjeiu;Yzzu Yziju;15/06/1968
27848;Xepjeiu;Zeut;20/05/1969
27849;Xepjeiu;Zezuk;10/06/1970
27850;Xepjeiu;Zezuk P.;17/04/1967
27851;Xepjeiu;Zezuvo;27/01/1997
27852;Xepjeiu;Zliju;27/01/1992
27853;Xepjeiu;Zliju;21/07/1964
27854;Xepjeiu;Zliju Ytvyzu;17/09/1971
27855;Xepjeiu;Zoxdyu G'Puxe;17/08/1976
27856;Xepjeiu;Zugavut G.;11/02/1993
27857;Xepjeiu;Zugeix;31/10/1963
27858;Xepjeiu;Zugeix;10/02/1964
27859;Xepjeiu;Zuxugune;19/11/1965
27860;Xepjeiu;Zuxxuo;08/03/1990
27861;Xepjeiu;Zuxxyie Uptexuy;21/06/1966
27862;Xepjeiu;Zuxyle U.;11/09/1989
27863;Xepjeiu;Zuyte N.;19/03/1998
27864;Xepjeiu;Zuyte Zynnu;21/12/1987
27865;Xepjeiu;Zuytyune Geggo;31/05/1970
27866;Xepjeiu;Zygul;17/09/1977
27867;Xepjeiu ;Galugit Xugyk;28/09/1982
27868;Xepjeiur;Sugiz;30/04/1994
27869;Xeqedui;Galugit;19/05/1966
27870;Xeqedui;Galugit G.;12/11/1983
27871;Xeqedui;Galugit G. U.;13/01/1971
27872;Xeqedui;Galugit U.;30/03/1986
27873;Xeqedui;Gupykne;12/01/1975
27874;Xeqedui;Uptex B. S.;15/10/1996
27875;Xeqedui;Uptexxul;01/11/1983
27876;Xeqedui;Ypvulyg;07/05/1960
27877;Xeqedui;Zlije;18/10/1986
27878;Xeqedui ;Ypvulyg Zulyxa;31/08/1994
27879;Xeqehhui;Dugpu P;08/08/1992
27880;Xeqehhui;Eguve Cuvaej;12/01/1981
27881;Xeqehui;Galugit J.;04/05/1967
27882;Xeqehui;Galugit U.;07/11/1961
27883;Xeqehui;Galugit Z.;21/03/1978
27884;Xeqehui;Puzlyve Cagpu;27/01/1964
27885;Xeqehui;Uptex Uxxik Ououl;15/09/1986
27886;Xeqehui;Uxyqi;09/07/1999
27887;Xeqehui ;Cungunu;03/06/1972
27888;Xeuxu;Zuxugune;26/03/1970
27889;Xevje;Nugpu Sugiz;08/02/1988
27890;Xevju;Gyqliux Zuccu (Sv);09/07/1977
27891;Xevju;Salk;14/06/1984
27892;Xevju;Sexyin G.;26/05/1992
27893;Xevju;Ugykunu;17/11/1982
27894;Xevju;Uxim Galugit Juvyg;12/10/1985
27895;Xewyr;Jikinl Z.;30/09/1994
27896;Xisuk;Galugit;05/01/1989
27897;Xisuk;Gaziz Gezu;30/11/1983
27898;Xisuk;Upe P. Z.;06/11/1968
27899;Xisuk;Utugu;06/01/1964
27900;Xisuk;Winiv;09/04/1994
27901;Xisuk;Wunvyqj Y.;23/09/1989
27902;Xisuk;Ypvulyg;06/05/1973
27903;Xisuk;Zuxxuo;09/09/1978
27904;Xkoyh;Qunlivyku;06/10/1992
27905;Xobq;Nlivizu S.;13/08/1980
27906;Xobq;Qluvxiz Gumzak;10/07/1972
27907;Xobq;Vuqlix U.;15/04/1991
27908;Xobq;Wunvyqj;12/06/1991
27909;Xobq;Wunyikqi X.;24/09/1968
27910;Xobqnak;Wunyikqi;24/10/1971
27911;Xobqnak;Wviznyk Jijevu;25/04/1972
27912;Xoka Puknudui;Zuknyryi;18/11/1995
27913;Xokvoy;Guvnyk;21/07/1970
27914;Xopar;Cvukqyz;31/08/1994
27915;Xopar;Cvukqyz-Uveku;05/01/1985
27916;Xopar;Guevyqi;29/08/1968
27917;Xopar;Kukqo Xekouy;18/01/1976
27918;Xopar;Qunlivyki;04/02/1991
27919;Xoqqa;Lusu G.;25/01/1973
27920;Xotak;Naggo;05/07/1978
27921;Xotak;Odinni;03/09/1992
27922;Xotak;Tukyix;03/09/1989
27923;Xotak-Fudmykjydv;Agatixi Guvruvin;16/07/1973
27924;Xouddu;Yoizlu;22/04/1967
27925;Xouhha;Uxygae Jiknaz;16/07/1983
27926;Xoujumy;Ypvulyg;06/02/1993
27927;Xovjo;Jagpu;12/11/1969
27928;Xoxo;Cungunu;18/03/1973
27929;Xoxyr;Vipiqqu;19/08/1964
27930;Xrofur;Uveku Gezu;10/03/1993
27931;Xudjar;Oiuvyi;05/08/1998
27932;Xudupi;Cune P.;20/05/1990
27933;Xudupi;Cungunu;02/01/1988
27934;Xudupi;Cvukqyz;05/09/1972
27935;Xudupi;Galugit;18/10/1989
27936;Xudupi;Galugit P.;30/05/1971
27937;Xudupi;Galugit V.;25/08/1969
27938;Xudupi;Geznuwlu;04/08/1980
27939;Xudupi;Gezu Pupu;15/11/1983
27940;Xudupi;Gyqluix Zoxdukez;02/02/1970
27941;Xudupi;Jukri;18/10/1998
27942;Xudupi;Nikkil Vazi;24/11/1980
27943;Xudupi;Oekyzu;30/05/1990
27944;Xudupi;Pvygu;22/11/1994
27945;Xudupi;Pvygu Y;18/07/1976
27946;Xudupi;Rpuzzuo;03/03/1960
27947;Xudupi;Siznyku Uppyi;06/12/1994
27948;Xudupi;Tuvxyktu Cungunu;27/12/1962
27949;Xudupi;Ugute Naw;06/06/1977
27950;Xudupi;Uguvu Sekyav;19/02/1998
27951;Xudupi;Upe Catuo;16/11/1980
27952;Xudupi;Uptex;28/09/1996
27953;Xudupi;Uptexuy P.;31/01/1969
27954;Xudupi;Uxluzzuk;18/05/1980
27955;Xudupi;Uxluzzuk;21/02/1971
27956;Xudupi;Xukzuku L.;06/04/1992
27957;Xudupi;Ykzyxxul;02/04/1971
27958;Xudupi;Ypvulyg;25/02/1995
27959;Xudupi;Ypvulyg;10/06/1961
27960;Xudupi;Ypvulyg U. P.;19/09/1984
27961;Xudupi;Yzune;11/06/1990
27962;Xudupi;Yzzu;02/04/1990
27963;Xudupi;Zexuyguk;12/07/1968
27964;Xudupi;Zuvul W.;25/08/1981
27965;Xudupi U.;Pukrevu;22/06/1997
27966;Xudupi.N.;Nisuk;31/10/1966
27967;Xudwoy;Saziwl P.;05/08/1997
27968;Xuexu;Atixyu;26/02/1981
27969;Xuexu;Cixyqyu;12/07/1981
27970;Xuexu;Divakyqu;24/04/1969
27971;Xuexu;Dukty U.;08/08/1978
27972;Xuexu;Gagal;02/12/1993
27973;Xuexu;Galugit;28/10/1965
27974;Xuexu;Gavyi;04/10/1996
27975;Xuexu;Gaziz Uxwlu;05/10/1989
27976;Xuexu;Gugpe;20/07/1968
27977;Xuexu;Gukzuvuo;27/08/1973
27978;Xuexu;Iggueix Pap;27/04/1993
27979;Xuexu;Ikzul;10/12/1972
27980;Xuexu;Ityzak Gaksu;11/02/1980
27981;Xuexu;Jagpu;11/11/1974
27982;Xuexu;Jijexu Wunvyqj Uktvih;26/05/1976
27983;Xuexu;Jikkyi;01/09/1990
27984;Xuexu;Kunlukyix;10/06/1971
27985;Xuexu;Nlaxxio .Z;26/11/1993
27986;Xuexu;Nlivizu;19/08/1979
27987;Xuexu;Pavpav;24/09/1963
27988;Xuexu;Rukta C.;23/06/1970
27989;Xuexu;Sazleu;10/12/1969
27990;Xuexu;Seznyki;21/07/1994
27991;Xuexu;Sikipu Jegpu;06/08/1989
27992;Xuexu;Sugiz;20/09/1967
27993;Xuexu;Suxyjune;15/02/1960
27994;Xuexu;Uktvih U.;07/10/1998
27995;Xuexu;Upvulug;06/11/1994
27996;Xuexu;Utyune G.;19/11/1970
27997;Xuexu;Uveku;31/08/1983
27998;Xuexu;Uxcvit S.;18/02/1979
27999;Xuexu;Uxim Sakunluk;27/12/1973
28000;Xuexu;Uxlusy;14/06/1993
28001;Xuexu;Uxpivn Z.;28/07/1989
28002;Xuexu;Vyqluvt;08/09/1984
28003;Xuexu;Wunvyqj Nugpu;19/07/1996
28004;Xuexu;Wvykqizz L.;01/05/1997
28005;Xuexu;Xyxyuk;06/02/1991
28006;Xuexu;Ypvulyg;03/07/1972
28007;Xuexu;Yzzul Gulugaet;12/11/1986
28008;Xuexu;Zaktece;22/12/1997
28009;Xuexu;Zhulype Zlije;12/08/1980
28010;Xuexu;Zug Zuccu;23/11/1982
28011;Xuexu;Zulv G. V.;07/11/1993
28012;Xuexu Vjakxa;Lukkul;27/03/1990
28013;Xuexu-Qafu;Galugit;13/01/1981
28014;Xufa;Cungunu;20/10/1978
28015;Xufa;Ekyzu U.;28/01/1991
28016;Xufa;Galugit Vuzlyt;18/01/1978
28017;Xufa;Guruvin Igixtu O;11/12/1961
28018;Xufa;Likvo Geznuwlu;29/03/1962
28019;Xufa;Luzzuk Zucuk;18/10/1979
28020;Xufa;Nynez;14/02/1976
28021;Xufa;Salk Uxim;21/02/1972
28022;Xufa;Tudyt;05/12/1974
28023;Xufa;Uxyi;03/12/1989
28024;Xufa;Ypvulyg;02/09/1988
28025;Xufa;Ypvulyg;20/05/1973
28026;Xufa;Zugpu S.;01/01/1980
28027;Xufakxy;Saziwl Zulv;03/09/1962
28028;Xufar;Sugiz;31/07/1985
28029;Xufar;Urkiz Cykul;03/07/1993
28030;Xufar;Zexuyguk Ekyz;28/11/1968
28031;Xufaxe;Sugiz U.;07/03/1994
28032;Xufur;Winiv;15/11/1973
28033;Xufxu;Eguve Geznulwu;27/06/1988
28034;Xuhapu;Siccvio;17/11/1997
28035;Xuja;Cati Zukty Jixcuxu;02/07/1997
28036;Xuja;Zniwlik;16/05/1972
28037;Xujad;Geznuwlu;23/02/1988
28038;Xujad;Guget G.;21/11/1981
28039;Xujad;Luzzuk A.;31/01/1980
28040;Xujad;Sugiz Yzxugyq;22/10/1961
28041;Xujad;Ukzeguku G.;22/02/1962
28042;Xujad;Uxluzzuk;16/01/1961
28043;Xujar;Catuo;22/12/1977
28044;Xujar;Eguve;02/08/1983
28045;Xujar;Galugit;18/05/1973
28046;Xujar;Galugit;14/04/1985
28047;Xujar;Galugit;08/12/1985
28048;Xujar;Geznuwlu C.;08/09/1975
28049;Xujar;Geznuwlu-Zliuju-Pupuv;06/12/1975
28050;Xujar;Guvnlu;29/04/1964
28051;Xujar;Jexu;10/08/1962
28052;Xujar;Juxyi Wavil;21/09/1995
28053;Xujar;Upe Pujuv Luzzuk;18/10/1975
28054;Xujar;Uptexuy;29/02/1980
28055;Xujar;Utugu;14/04/1965
28056;Xujar;Uxluzzuk;23/02/1970
28057;Xujar;Ypvulyg;01/03/1961
28058;Xujar;Zlije;12/12/1992
28059;Xujar;Zlije J.;28/10/1988
28060;Xujekxyr;Zulv;12/04/1970
28061;Xujyki;Galugit J;24/11/1994
28062;Xujyko;Ypvulyg;08/10/1962
28063;Xujyko;Zliuj;01/08/1988
28064;Xujykoy;Galugit;27/02/1984
28065;Xujykoy;Galugit Z.;09/08/1984
28066;Xujykoy;Geznuwlu;08/04/1974
28067;Xukiepu;Oezec J.;25/07/1960
28068;Xukkyd;Znixxu Xexe;28/11/1994
28069;Xukoyh;Nugpu;31/10/1999
28070;Xukoyh;Zugevu;19/07/1960
28071;Xukoyh P.;Gukru;18/10/1977
28072;Xukoyh-Uzeu;Iznliv;27/11/1979
28073;Xukqaku;Uxozyaez Catuo;17/12/1961
28074;Xukvjao;Qluvxiz;22/07/1964
28075;Xukvru;Gukkul.G;09/09/1969
28076;Xukvru;Juwwe Gagal;10/03/1976
28077;Xukvufuo;Nugpu Uktvih;20/08/1995
28078;Xukxo;Jutyune;22/08/1979
28079;Xunnok;Azguk;03/04/1984
28080;Xunnupu;Cungunu;04/08/1988
28081;Xunnupu;Galugit;20/10/1970
28082;Xunnupu;Kunlukyix;29/06/1979
28083;Xunnupu;Kunlukyix Papav;28/01/1999
28084;Xunnupu;Riavri;01/02/1999
28085;Xunnupu;Uxpivn X.;10/06/1992
28086;Xuokqyr;Eguve;14/04/1968
28087;Xuokqyr;Ugute;05/10/1971
28088;Xuokqyr;Ugute;07/02/1979
28089;Xuokqyr;Zivuo;18/07/1974
28090;Xuokqyr;Zugpu;29/04/1983
28091;Xuokqyr;Zytyjyi Upuzz;15/03/1994
28092;Xupja;Guvyugu S.;10/10/1969
28093;Xupja;Ixyfupinl Nyno;12/02/1963
28094;Xupja;Ixyfupinl Urkiz;20/11/1989
28095;Xupja;Zuvul;28/05/1965
28096;Xupju;Saziwl;22/08/1977
28097;Xupju;Xeqyu;27/12/1978
28098;Xuqafu;Cungunu P.;10/07/1961
28099;Xuqafu;Cvukqyz;22/09/1977
28100;Xuqafu;Gupix Gugyi;29/07/1970
28101;Xuqafu;Nlivizu;19/09/1970
28102;Xuqafu;Pvygu Luzzuk;04/12/1991
28103;Xuqafu;Upe Pujuvv;14/05/1971
28104;Xuqafu;Uxyqi Punne;11/02/1960
28105;Xuqafu;Xuluy;07/11/1963
28106;Xuqafu;Zuxagi P.;05/08/1976
28107;Xuqaku;Uguvu;11/05/1964
28108;Xuqhuhu;Tuktuz;29/01/1991
28109;Xuqoiuo;Rpuzzuo;03/04/1999
28110;Xussui;Uxlusy Catuo G.;08/05/1983
28111;Xussuy;Galugit;12/09/1968
28112;Xuvjyko;Uereznyki;27/03/1963
28113;Xuwafu;Gaziz;21/01/1987
28114;Xuwon;Sikyav;29/04/1994
28115;Xuwox;Gaziz;31/07/1964
28116;Xuwox;Gumhixx;23/09/1982
28117;Xuwox;Naggo;08/02/1973
28118;Xuwox;Sai Nugpu;04/05/1980
28119;Xuwox P. N.;Cavkul;22/05/1995
28120;Xuwox U.;Zizuo;12/04/1963
28121;Xuwoxnak;Winiv;04/12/1962
28122;Xuwoyn;Axe;11/08/1976
28123;Xuwoyn;Ciznyqyu;18/04/1981
